"sn","date","branch","pizza_sold","category","price","quantity","timevalue","time_range","total_sales"
4170,"2015-12-03","Gbagada","Hot Pepperoni Feast","Salami","4000",2,"09:29:15","Morning to Afternoon","8000"
4171,"2015-12-06","Lekki","Veggie Supreme","Vegetable","3000",5,"09:29:17","Morning to Afternoon","15000"
4172,"2015-12-11","Surulere","Chicken Feast","Chicken","2000",1,"09:29:18","Morning to Afternoon","2000"
4173,"2015-12-06","Surulere","Pepperoni Suya","Pepperoni/Beef","3000",4,"09:29:18","Morning to Afternoon","12000"
4174,"2015-12-10","Lekki","Pepperoni Feast","Salami","4000",5,"09:29:21","Morning to Afternoon","20000"
4175,"2015-12-04","Ikoyi","BBQ Chicken","Chicken","4000",4,"09:29:22","Morning to Afternoon","16000"
4176,"2015-12-06","Ibadan","Chicken Feast","Chicken","2000",4,"09:29:26","Morning to Afternoon","8000"
4177,"2015-12-15","Lekki","Meatzaa","Beef","2000",1,"09:29:27","Morning to Afternoon","2000"
4178,"2015-12-13","Gbagada","Italiano","Tomato/Cheese","3000",5,"09:29:29","Morning to Afternoon","15000"
4179,"2015-12-12","Gbagada","BBQ Philly Steak","Beef","4000",4,"09:29:30","Morning to Afternoon","16000"
4180,"2015-12-10","Ikoyi","Beef Suya","Beef","3000",5,"09:29:31","Morning to Afternoon","15000"
4181,"2015-12-15","Surulere","Veggie Supreme","Vegetable","3000",2,"09:29:33","Morning to Afternoon","6000"
4182,"2015-12-09","Ibadan","Chicken Bali","Chicken","2000",1,"09:29:33","Morning to Afternoon","2000"
4183,"2015-12-05","Surulere","Chicken Legend","Chicken","2000",3,"09:29:34","Morning to Afternoon","6000"
4184,"2015-12-10","Ibadan","Margarita","Vegetable","4000",1,"09:29:34","Morning to Afternoon","4000"
4185,"2015-12-08","Lekki","Extravaganza","Pepperoni/Beef","2000",4,"09:29:34","Morning to Afternoon","8000"
4186,"2015-12-14","Surulere","Pepperoni Suya","Pepperoni/Beef","3000",4,"09:29:37","Morning to Afternoon","12000"
4187,"2015-12-05","Lekki","Italiano","Tomato/Cheese","3000",2,"09:29:39","Morning to Afternoon","6000"
4188,"2015-12-04","Gbagada","Pepperoni Suya","Pepperoni/Beef","3000",2,"09:29:41","Morning to Afternoon","6000"
4189,"2015-12-09","Ibadan","Chicken Bali","Chicken","2000",1,"09:29:41","Morning to Afternoon","2000"
4190,"2015-12-12","Surulere","Chicken Bali","Chicken","2000",5,"09:29:42","Morning to Afternoon","10000"
4191,"2015-12-05","Ikoyi","Italiano","Tomato/Cheese","3000",3,"09:29:46","Morning to Afternoon","9000"
4192,"2015-12-12","Lekki","Margarita","Vegetable","4000",4,"09:29:47","Morning to Afternoon","16000"
4193,"2015-12-05","Ikoyi","Chicken Legend","Chicken","2000",2,"09:29:49","Morning to Afternoon","4000"
4194,"2015-12-06","Ibadan","Pepperoni Suya","Pepperoni/Beef","3000",1,"09:29:51","Morning to Afternoon","3000"
4195,"2015-12-10","Ikoyi","Chicken Feast","Chicken","2000",3,"09:29:52","Morning to Afternoon","6000"
4196,"2015-12-09","Ikoyi","BBQ Chicken","Chicken","4000",1,"09:29:52","Morning to Afternoon","4000"
4197,"2015-12-10","Gbagada","Meatzaa","Beef","2000",5,"09:29:53","Morning to Afternoon","10000"
4198,"2015-12-03","Lekki","Hot Veggie","Vegetable","4000",1,"09:29:54","Morning to Afternoon","4000"
4199,"2015-12-09","Gbagada","BBQ Philly Steak","Beef","4000",2,"09:29:54","Morning to Afternoon","8000"
4200,"2015-12-09","Ibadan","Margarita","Vegetable","4000",3,"09:29:54","Morning to Afternoon","12000"
4201,"2015-12-10","Ikoyi","Hot Veggie","Vegetable","4000",1,"09:29:54","Morning to Afternoon","4000"
4202,"2015-12-10","Ikoyi","Extravaganza","Pepperoni/Beef","2000",4,"09:29:55","Morning to Afternoon","8000"
4203,"2015-12-06","Gbagada","Veggie Supreme","Vegetable","3000",3,"09:29:57","Morning to Afternoon","9000"
4204,"2015-12-03","Ibadan","Hot Veggie","Vegetable","4000",1,"09:29:58","Morning to Afternoon","4000"
4205,"2015-12-04","Ibadan","Chicken Feast","Chicken","2000",2,"09:29:58","Morning to Afternoon","4000"
4206,"2015-12-11","Ibadan","Veggie Supreme","Vegetable","3000",4,"09:29:59","Morning to Afternoon","12000"
4207,"2015-12-10","Lekki","Hot Veggie","Vegetable","4000",2,"09:30:00","Morning to Afternoon","8000"
4208,"2015-12-08","Ikoyi","Chicken Legend","Chicken","2000",1,"09:30:04","Morning to Afternoon","2000"
4209,"2015-12-10","Ikoyi","Meatzaa","Beef","2000",4,"09:30:05","Morning to Afternoon","8000"
4210,"2015-12-08","Lekki","Beef Suya","Beef","3000",5,"09:30:06","Morning to Afternoon","15000"
4211,"2015-12-13","Lekki","Margarita","Vegetable","4000",3,"09:30:07","Morning to Afternoon","12000"
4212,"2015-12-08","Ibadan","Hot Pepperoni Feast","Salami","4000",5,"09:30:09","Morning to Afternoon","20000"
4213,"2015-12-13","Gbagada","Meatzaa","Beef","2000",1,"09:30:09","Morning to Afternoon","2000"
4214,"2015-12-15","Ikoyi","Margarita","Vegetable","4000",3,"09:30:09","Morning to Afternoon","12000"
4215,"2015-12-15","Lekki","Pepperoni Feast","Salami","4000",1,"09:30:11","Morning to Afternoon","4000"
4216,"2015-12-12","Lekki","Hot Veggie","Vegetable","4000",4,"09:30:11","Morning to Afternoon","16000"
4217,"2015-12-12","Gbagada","Chicken Bali","Chicken","2000",4,"09:30:12","Morning to Afternoon","8000"
4218,"2015-12-03","Lekki","BBQ Chicken","Chicken","4000",5,"09:30:12","Morning to Afternoon","20000"
4219,"2015-12-13","Lekki","Pepperoni Suya","Pepperoni/Beef","3000",1,"09:30:13","Morning to Afternoon","3000"
4220,"2015-12-11","Gbagada","Beef Suya","Beef","3000",3,"09:30:15","Morning to Afternoon","9000"
4221,"2015-12-06","Ikoyi","BBQ Chicken","Chicken","4000",4,"09:30:15","Morning to Afternoon","16000"
4222,"2015-12-15","Lekki","Extravaganza","Pepperoni/Beef","2000",1,"09:30:17","Morning to Afternoon","2000"
4223,"2015-12-09","Gbagada","Margarita","Vegetable","4000",5,"09:30:17","Morning to Afternoon","20000"
4224,"2015-12-15","Surulere","Hot Veggie","Vegetable","4000",3,"09:30:21","Morning to Afternoon","12000"
4225,"2015-12-14","Surulere","Margarita","Vegetable","4000",2,"09:30:21","Morning to Afternoon","8000"
4226,"2015-12-05","Gbagada","Chicken Feast","Chicken","2000",2,"09:30:25","Morning to Afternoon","4000"
4227,"2015-12-04","Lekki","Pepperoni Suya","Pepperoni/Beef","3000",3,"09:30:26","Morning to Afternoon","9000"
4228,"2015-12-03","Gbagada","Beef Suya","Beef","3000",3,"09:30:27","Morning to Afternoon","9000"
4229,"2015-12-03","Ikoyi","Veggie Supreme","Vegetable","3000",2,"09:30:28","Morning to Afternoon","6000"
4230,"2015-12-10","Lekki","Chicken Bali","Chicken","2000",4,"09:30:29","Morning to Afternoon","8000"
4231,"2015-12-09","Ibadan","Meatzaa","Beef","2000",3,"09:30:31","Morning to Afternoon","6000"
4232,"2015-12-14","Gbagada","Chicken Bali","Chicken","2000",2,"09:30:32","Morning to Afternoon","4000"
4233,"2015-12-07","Surulere","Italiano","Tomato/Cheese","3000",1,"09:30:34","Morning to Afternoon","3000"
4234,"2015-12-11","Ikoyi","Pepperoni Feast","Salami","4000",2,"09:30:34","Morning to Afternoon","8000"
4235,"2015-12-11","Gbagada","Extravaganza","Pepperoni/Beef","2000",5,"09:30:34","Morning to Afternoon","10000"
4236,"2015-12-04","Lekki","Beef Suya","Beef","3000",2,"09:30:35","Morning to Afternoon","6000"
4237,"2015-12-04","Ibadan","Chicken Legend","Chicken","2000",2,"09:30:37","Morning to Afternoon","4000"
4238,"2015-12-11","Ikoyi","Margarita","Vegetable","4000",5,"09:30:39","Morning to Afternoon","20000"
4239,"2015-12-03","Ikoyi","Hot Veggie","Vegetable","4000",3,"09:30:39","Morning to Afternoon","12000"
4240,"2015-12-12","Ibadan","Pepperoni Suya","Pepperoni/Beef","3000",4,"09:30:40","Morning to Afternoon","12000"
4241,"2015-12-09","Gbagada","Hot Veggie","Vegetable","4000",2,"09:30:41","Morning to Afternoon","8000"
4242,"2015-12-10","Lekki","Chicken Feast","Chicken","2000",2,"09:30:41","Morning to Afternoon","4000"
4243,"2015-12-15","Ibadan","Pepperoni Feast","Salami","4000",4,"09:30:42","Morning to Afternoon","16000"
4244,"2015-12-03","Ibadan","Hot Pepperoni Feast","Salami","4000",3,"09:30:43","Morning to Afternoon","12000"
4245,"2015-12-05","Surulere","Extravaganza","Pepperoni/Beef","2000",4,"09:30:44","Morning to Afternoon","8000"
4246,"2015-12-08","Lekki","Margarita","Vegetable","4000",4,"09:30:46","Morning to Afternoon","16000"
4247,"2015-12-14","Surulere","Extravaganza","Pepperoni/Beef","2000",5,"09:30:48","Morning to Afternoon","10000"
4248,"2015-12-07","Surulere","Pepperoni Suya","Pepperoni/Beef","3000",3,"09:30:48","Morning to Afternoon","9000"
4249,"2015-12-15","Ikoyi","Margarita","Vegetable","4000",5,"09:30:49","Morning to Afternoon","20000"
4250,"2015-12-10","Lekki","Veggie Supreme","Vegetable","3000",4,"09:30:49","Morning to Afternoon","12000"
4251,"2015-12-09","Lekki","Italiano","Tomato/Cheese","3000",2,"09:30:51","Morning to Afternoon","6000"
4252,"2015-12-11","Ikoyi","Pepperoni Suya","Pepperoni/Beef","3000",2,"09:30:52","Morning to Afternoon","6000"
4253,"2015-12-06","Ikoyi","Pepperoni Suya","Pepperoni/Beef","3000",5,"09:30:52","Morning to Afternoon","15000"
4254,"2015-12-06","Ibadan","Chicken Suya","Chicken","4000",2,"09:30:53","Morning to Afternoon","8000"
4255,"2015-12-14","Ikoyi","Chicken Feast","Chicken","2000",4,"09:30:54","Morning to Afternoon","8000"
4256,"2015-12-13","Surulere","Meatzaa","Beef","2000",2,"09:30:54","Morning to Afternoon","4000"
4257,"2015-12-15","Lekki","Pepperoni Suya","Pepperoni/Beef","3000",4,"09:30:56","Morning to Afternoon","12000"
4258,"2015-12-06","Ibadan","Hot Veggie","Vegetable","4000",3,"09:30:56","Morning to Afternoon","12000"
4259,"2015-12-04","Gbagada","Chicken Legend","Chicken","2000",2,"09:30:57","Morning to Afternoon","4000"
4260,"2015-12-08","Gbagada","Pepperoni Feast","Salami","4000",3,"09:30:57","Morning to Afternoon","12000"
4261,"2015-12-06","Ikoyi","Veggie Supreme","Vegetable","3000",3,"09:30:57","Morning to Afternoon","9000"
4262,"2015-12-11","Ikoyi","Hot Veggie","Vegetable","4000",4,"09:30:58","Morning to Afternoon","16000"
4263,"2015-12-04","Ikoyi","Chicken Legend","Chicken","2000",5,"09:30:58","Morning to Afternoon","10000"
4264,"2015-12-06","Ibadan","Chicken Legend","Chicken","2000",5,"09:31:00","Morning to Afternoon","10000"
4265,"2015-12-05","Ikoyi","Chicken Suya","Chicken","4000",2,"09:31:02","Morning to Afternoon","8000"
4266,"2015-12-13","Gbagada","Chicken Bali","Chicken","2000",4,"09:31:03","Morning to Afternoon","8000"
4267,"2015-12-11","Ibadan","Veggie Supreme","Vegetable","3000",1,"09:31:04","Morning to Afternoon","3000"
4268,"2015-12-06","Gbagada","Italiano","Tomato/Cheese","3000",5,"09:31:04","Morning to Afternoon","15000"
4269,"2015-12-08","Surulere","Chicken Suya","Chicken","4000",1,"09:31:04","Morning to Afternoon","4000"
4270,"2015-12-06","Ikoyi","Hot Veggie","Vegetable","4000",5,"09:31:06","Morning to Afternoon","20000"
4271,"2015-12-04","Gbagada","Chicken Suya","Chicken","4000",1,"09:31:07","Morning to Afternoon","4000"
4272,"2015-12-12","Surulere","Hot Pepperoni Feast","Salami","4000",2,"09:31:08","Morning to Afternoon","8000"
4273,"2015-12-04","Ikoyi","Hot Pepperoni Feast","Salami","4000",5,"09:31:08","Morning to Afternoon","20000"
4274,"2015-12-03","Surulere","BBQ Chicken","Chicken","4000",4,"09:31:09","Morning to Afternoon","16000"
4275,"2015-12-14","Lekki","Hot Pepperoni Feast","Salami","4000",3,"09:31:10","Morning to Afternoon","12000"
4276,"2015-12-11","Lekki","Meatzaa","Beef","2000",2,"09:31:10","Morning to Afternoon","4000"
4277,"2015-12-09","Lekki","Meatzaa","Beef","2000",2,"09:31:11","Morning to Afternoon","4000"
4278,"2015-12-06","Gbagada","Pepperoni Suya","Pepperoni/Beef","3000",3,"09:31:11","Morning to Afternoon","9000"
4279,"2015-12-15","Ikoyi","Hot Pepperoni Feast","Salami","4000",1,"09:31:12","Morning to Afternoon","4000"
4280,"2015-12-07","Surulere","Chicken Suya","Chicken","4000",1,"09:31:12","Morning to Afternoon","4000"
4281,"2015-12-07","Lekki","BBQ Philly Steak","Beef","4000",4,"09:31:15","Morning to Afternoon","16000"
4282,"2015-12-09","Lekki","Chicken Bali","Chicken","2000",3,"09:31:15","Morning to Afternoon","6000"
4283,"2015-12-06","Gbagada","BBQ Chicken","Chicken","4000",4,"09:31:17","Morning to Afternoon","16000"
4284,"2015-12-13","Gbagada","Margarita","Vegetable","4000",4,"09:31:17","Morning to Afternoon","16000"
4285,"2015-12-11","Surulere","Hot Pepperoni Feast","Salami","4000",4,"09:31:18","Morning to Afternoon","16000"
4286,"2015-12-07","Gbagada","Beef Suya","Beef","3000",5,"09:31:20","Morning to Afternoon","15000"
4287,"2015-12-03","Gbagada","Chicken Suya","Chicken","4000",5,"09:31:20","Morning to Afternoon","20000"
4288,"2015-12-07","Ikoyi","Pepperoni Suya","Pepperoni/Beef","3000",3,"09:31:21","Morning to Afternoon","9000"
4289,"2015-12-05","Ibadan","Chicken Suya","Chicken","4000",1,"09:31:22","Morning to Afternoon","4000"
4290,"2015-12-07","Lekki","Chicken Legend","Chicken","2000",3,"09:31:23","Morning to Afternoon","6000"
4291,"2015-12-11","Ikoyi","Pepperoni Feast","Salami","4000",5,"09:31:24","Morning to Afternoon","20000"
4292,"2015-12-08","Lekki","Italiano","Tomato/Cheese","3000",3,"09:31:24","Morning to Afternoon","9000"
4293,"2015-12-03","Ikoyi","BBQ Chicken","Chicken","4000",5,"09:31:25","Morning to Afternoon","20000"
4294,"2015-12-12","Ibadan","Beef Suya","Beef","3000",2,"09:31:27","Morning to Afternoon","6000"
4295,"2015-12-15","Lekki","Veggie Supreme","Vegetable","3000",5,"09:31:29","Morning to Afternoon","15000"
4296,"2015-12-04","Gbagada","Chicken Legend","Chicken","2000",1,"09:31:30","Morning to Afternoon","2000"
4297,"2015-12-06","Ikoyi","Chicken Bali","Chicken","2000",1,"09:31:30","Morning to Afternoon","2000"
4298,"2015-12-03","Ikoyi","Veggie Supreme","Vegetable","3000",1,"09:31:30","Morning to Afternoon","3000"
4299,"2015-12-05","Surulere","BBQ Philly Steak","Beef","4000",2,"09:31:31","Morning to Afternoon","8000"
4300,"2015-12-06","Gbagada","Veggie Supreme","Vegetable","3000",2,"09:31:31","Morning to Afternoon","6000"
4301,"2015-12-05","Ibadan","Margarita","Vegetable","4000",4,"09:31:34","Morning to Afternoon","16000"
4302,"2015-12-08","Surulere","Hot Pepperoni Feast","Salami","4000",5,"09:31:34","Morning to Afternoon","20000"
4303,"2015-12-06","Gbagada","Extravaganza","Pepperoni/Beef","2000",3,"09:31:35","Morning to Afternoon","6000"
4304,"2015-12-04","Ikoyi","Meatzaa","Beef","2000",2,"09:31:37","Morning to Afternoon","4000"
4305,"2015-12-12","Ibadan","Hot Pepperoni Feast","Salami","4000",3,"09:31:38","Morning to Afternoon","12000"
4306,"2015-12-09","Ibadan","Hot Veggie","Vegetable","4000",2,"09:31:38","Morning to Afternoon","8000"
4307,"2015-12-15","Ikoyi","Hot Veggie","Vegetable","4000",1,"09:31:42","Morning to Afternoon","4000"
4308,"2015-12-14","Ikoyi","Italiano","Tomato/Cheese","3000",4,"09:31:43","Morning to Afternoon","12000"
4309,"2015-12-04","Ibadan","Pepperoni Suya","Pepperoni/Beef","3000",2,"09:31:50","Morning to Afternoon","6000"
4310,"2015-12-07","Ibadan","Beef Suya","Beef","3000",2,"09:31:50","Morning to Afternoon","6000"
4311,"2015-12-08","Ikoyi","Extravaganza","Pepperoni/Beef","2000",1,"09:31:51","Morning to Afternoon","2000"
4312,"2015-12-10","Ibadan","Chicken Feast","Chicken","2000",3,"09:31:51","Morning to Afternoon","6000"
4313,"2015-12-11","Ibadan","Chicken Legend","Chicken","2000",4,"09:31:51","Morning to Afternoon","8000"
4314,"2015-12-08","Ikoyi","Margarita","Vegetable","4000",5,"09:31:52","Morning to Afternoon","20000"
4315,"2015-12-03","Ibadan","Hot Pepperoni Feast","Salami","4000",4,"09:31:53","Morning to Afternoon","16000"
4316,"2015-12-11","Gbagada","Chicken Bali","Chicken","2000",3,"09:31:53","Morning to Afternoon","6000"
4317,"2015-12-13","Ikoyi","Chicken Suya","Chicken","4000",5,"09:31:56","Morning to Afternoon","20000"
4318,"2015-12-04","Ibadan","Extravaganza","Pepperoni/Beef","2000",3,"09:31:57","Morning to Afternoon","6000"
4319,"2015-12-05","Ibadan","Chicken Legend","Chicken","2000",5,"09:31:57","Morning to Afternoon","10000"
4320,"2015-12-03","Lekki","Chicken Feast","Chicken","2000",1,"09:31:59","Morning to Afternoon","2000"
4321,"2015-12-04","Ibadan","Hot Veggie","Vegetable","4000",2,"09:32:00","Morning to Afternoon","8000"
4322,"2015-12-04","Gbagada","Beef Suya","Beef","3000",3,"09:32:01","Morning to Afternoon","9000"
4323,"2015-12-03","Ikoyi","Hot Pepperoni Feast","Salami","4000",4,"09:32:04","Morning to Afternoon","16000"
4324,"2015-12-09","Lekki","Italiano","Tomato/Cheese","3000",5,"09:32:05","Morning to Afternoon","15000"
4325,"2015-12-08","Lekki","BBQ Philly Steak","Beef","4000",3,"09:32:06","Morning to Afternoon","12000"
4326,"2015-12-14","Ibadan","Chicken Suya","Chicken","4000",2,"09:32:07","Morning to Afternoon","8000"
4327,"2015-12-11","Gbagada","Extravaganza","Pepperoni/Beef","2000",3,"09:32:11","Morning to Afternoon","6000"
4328,"2015-12-08","Ibadan","BBQ Philly Steak","Beef","4000",4,"09:32:12","Morning to Afternoon","16000"
4329,"2015-12-05","Surulere","Hot Pepperoni Feast","Salami","4000",1,"09:32:12","Morning to Afternoon","4000"
4330,"2015-12-04","Gbagada","Pepperoni Feast","Salami","4000",1,"09:32:12","Morning to Afternoon","4000"
4331,"2015-12-13","Gbagada","Chicken Feast","Chicken","2000",3,"09:32:13","Morning to Afternoon","6000"
4332,"2015-12-14","Surulere","Chicken Suya","Chicken","4000",2,"09:32:13","Morning to Afternoon","8000"
4333,"2015-12-10","Lekki","Chicken Legend","Chicken","2000",3,"09:32:16","Morning to Afternoon","6000"
4334,"2015-12-08","Ibadan","Margarita","Vegetable","4000",2,"09:32:16","Morning to Afternoon","8000"
4335,"2015-12-15","Ibadan","Pepperoni Feast","Salami","4000",2,"09:32:17","Morning to Afternoon","8000"
4336,"2015-12-14","Ikoyi","Chicken Feast","Chicken","2000",5,"09:32:19","Morning to Afternoon","10000"
4337,"2015-12-12","Ibadan","Pepperoni Feast","Salami","4000",1,"09:32:19","Morning to Afternoon","4000"
4338,"2015-12-03","Gbagada","Hot Pepperoni Feast","Salami","4000",3,"09:32:19","Morning to Afternoon","12000"
4339,"2015-12-14","Ibadan","Chicken Legend","Chicken","2000",4,"09:32:20","Morning to Afternoon","8000"
4340,"2015-12-04","Lekki","Italiano","Tomato/Cheese","3000",3,"09:32:21","Morning to Afternoon","9000"
4341,"2015-12-11","Ikoyi","Extravaganza","Pepperoni/Beef","2000",1,"09:32:22","Morning to Afternoon","2000"
4342,"2015-12-03","Ibadan","Chicken Feast","Chicken","2000",5,"09:32:24","Morning to Afternoon","10000"
4343,"2015-12-10","Surulere","Meatzaa","Beef","2000",2,"09:32:24","Morning to Afternoon","4000"
4344,"2015-12-11","Lekki","Chicken Suya","Chicken","4000",2,"09:32:25","Morning to Afternoon","8000"
4345,"2015-12-11","Ikoyi","Italiano","Tomato/Cheese","3000",5,"09:32:26","Morning to Afternoon","15000"
4346,"2015-12-06","Ikoyi","Chicken Bali","Chicken","2000",1,"09:32:26","Morning to Afternoon","2000"
4347,"2015-12-15","Lekki","Veggie Supreme","Vegetable","3000",2,"09:32:26","Morning to Afternoon","6000"
4348,"2015-12-08","Gbagada","Chicken Bali","Chicken","2000",4,"09:32:28","Morning to Afternoon","8000"
4349,"2015-12-04","Lekki","Extravaganza","Pepperoni/Beef","2000",2,"09:32:28","Morning to Afternoon","4000"
4350,"2015-12-13","Lekki","BBQ Chicken","Chicken","4000",3,"09:32:28","Morning to Afternoon","12000"
4351,"2015-12-05","Gbagada","BBQ Philly Steak","Beef","4000",4,"09:32:29","Morning to Afternoon","16000"
4352,"2015-12-14","Lekki","Beef Suya","Beef","3000",1,"09:32:29","Morning to Afternoon","3000"
4354,"2015-12-11","Lekki","Veggie Supreme","Vegetable","3000",1,"09:32:30","Morning to Afternoon","3000"
4355,"2015-12-07","Lekki","Italiano","Tomato/Cheese","3000",4,"09:32:33","Morning to Afternoon","12000"
4356,"2015-12-04","Surulere","Chicken Suya","Chicken","4000",3,"09:32:33","Morning to Afternoon","12000"
4357,"2015-12-12","Ibadan","Pepperoni Suya","Pepperoni/Beef","3000",3,"09:32:34","Morning to Afternoon","9000"
4358,"2015-12-04","Lekki","Veggie Supreme","Vegetable","3000",2,"09:32:35","Morning to Afternoon","6000"
4359,"2015-12-09","Ikoyi","Margarita","Vegetable","4000",1,"09:32:36","Morning to Afternoon","4000"
4360,"2015-12-04","Ibadan","Hot Pepperoni Feast","Salami","4000",2,"09:32:37","Morning to Afternoon","8000"
4361,"2015-12-15","Lekki","Margarita","Vegetable","4000",2,"09:32:37","Morning to Afternoon","8000"
4362,"2015-12-08","Ikoyi","Pepperoni Feast","Salami","4000",5,"09:32:37","Morning to Afternoon","20000"
4363,"2015-12-03","Lekki","Pepperoni Suya","Pepperoni/Beef","3000",3,"09:32:37","Morning to Afternoon","9000"
4364,"2015-12-04","Gbagada","BBQ Chicken","Chicken","4000",1,"09:32:38","Morning to Afternoon","4000"
4365,"2015-12-09","Gbagada","Beef Suya","Beef","3000",4,"09:32:41","Morning to Afternoon","12000"
4366,"2015-12-08","Ikoyi","BBQ Philly Steak","Beef","4000",2,"09:32:42","Morning to Afternoon","8000"
4367,"2015-12-12","Gbagada","Italiano","Tomato/Cheese","3000",4,"09:32:45","Morning to Afternoon","12000"
4368,"2015-12-04","Lekki","Meatzaa","Beef","2000",3,"09:32:47","Morning to Afternoon","6000"
4369,"2015-12-06","Ikoyi","BBQ Philly Steak","Beef","4000",1,"09:32:49","Morning to Afternoon","4000"
4370,"2015-12-13","Ikoyi","Hot Veggie","Vegetable","4000",4,"09:32:49","Morning to Afternoon","16000"
4371,"2015-12-10","Ikoyi","Chicken Bali","Chicken","2000",4,"09:32:51","Morning to Afternoon","8000"
4372,"2015-12-07","Ibadan","Veggie Supreme","Vegetable","3000",1,"09:32:51","Morning to Afternoon","3000"
4373,"2015-12-05","Ikoyi","Veggie Supreme","Vegetable","3000",4,"09:32:52","Morning to Afternoon","12000"
4374,"2015-12-10","Ibadan","Veggie Supreme","Vegetable","3000",1,"09:32:55","Morning to Afternoon","3000"
4375,"2015-12-13","Ibadan","Pepperoni Feast","Salami","4000",4,"09:32:56","Morning to Afternoon","16000"
4376,"2015-12-03","Ikoyi","Pepperoni Feast","Salami","4000",5,"09:32:57","Morning to Afternoon","20000"
4377,"2015-12-12","Ibadan","Chicken Bali","Chicken","2000",3,"09:32:57","Morning to Afternoon","6000"
4378,"2015-12-11","Lekki","BBQ Chicken","Chicken","4000",1,"09:32:57","Morning to Afternoon","4000"
4379,"2015-12-05","Ibadan","Margarita","Vegetable","4000",1,"09:32:58","Morning to Afternoon","4000"
4380,"2015-12-08","Gbagada","Veggie Supreme","Vegetable","3000",1,"09:32:59","Morning to Afternoon","3000"
4381,"2015-12-13","Gbagada","Veggie Supreme","Vegetable","3000",2,"09:32:59","Morning to Afternoon","6000"
4382,"2015-12-08","Lekki","Hot Pepperoni Feast","Salami","4000",3,"09:32:59","Morning to Afternoon","12000"
4383,"2015-12-15","Surulere","BBQ Philly Steak","Beef","4000",4,"09:32:59","Morning to Afternoon","16000"
4384,"2015-12-11","Surulere","Beef Suya","Beef","3000",3,"09:33:03","Morning to Afternoon","9000"
4385,"2015-12-04","Lekki","Chicken Suya","Chicken","4000",2,"09:33:04","Morning to Afternoon","8000"
4386,"2015-12-15","Ikoyi","Veggie Supreme","Vegetable","3000",3,"09:33:06","Morning to Afternoon","9000"
4387,"2015-12-09","Lekki","Veggie Supreme","Vegetable","3000",1,"09:33:06","Morning to Afternoon","3000"
4388,"2015-12-03","Ikoyi","Chicken Legend","Chicken","2000",3,"09:33:06","Morning to Afternoon","6000"
4389,"2015-12-12","Ikoyi","Pepperoni Feast","Salami","4000",2,"09:33:07","Morning to Afternoon","8000"
4390,"2015-12-08","Lekki","BBQ Philly Steak","Beef","4000",2,"09:33:07","Morning to Afternoon","8000"
4391,"2015-12-13","Lekki","Hot Pepperoni Feast","Salami","4000",3,"09:33:09","Morning to Afternoon","12000"
4392,"2015-12-05","Ikoyi","Beef Suya","Beef","3000",1,"09:33:10","Morning to Afternoon","3000"
4393,"2015-12-04","Gbagada","Hot Pepperoni Feast","Salami","4000",5,"09:33:11","Morning to Afternoon","20000"
4394,"2015-12-07","Ikoyi","BBQ Philly Steak","Beef","4000",1,"09:33:11","Morning to Afternoon","4000"
4395,"2015-12-04","Lekki","Hot Veggie","Vegetable","4000",1,"09:33:13","Morning to Afternoon","4000"
4396,"2015-12-06","Lekki","Margarita","Vegetable","4000",5,"09:33:13","Morning to Afternoon","20000"
4397,"2015-12-10","Surulere","Meatzaa","Beef","2000",3,"09:33:13","Morning to Afternoon","6000"
4398,"2015-12-04","Ikoyi","Beef Suya","Beef","3000",3,"09:33:13","Morning to Afternoon","9000"
4399,"2015-12-12","Ibadan","Chicken Feast","Chicken","2000",4,"09:33:13","Morning to Afternoon","8000"
4400,"2015-12-13","Surulere","Pepperoni Suya","Pepperoni/Beef","3000",4,"09:33:14","Morning to Afternoon","12000"
4401,"2015-12-04","Ibadan","Pepperoni Suya","Pepperoni/Beef","3000",5,"09:33:15","Morning to Afternoon","15000"
4402,"2015-12-09","Ikoyi","Chicken Bali","Chicken","2000",1,"09:33:15","Morning to Afternoon","2000"
4403,"2015-12-13","Gbagada","Meatzaa","Beef","2000",1,"09:33:17","Morning to Afternoon","2000"
4404,"2015-12-10","Lekki","Italiano","Tomato/Cheese","3000",1,"09:33:19","Morning to Afternoon","3000"
4405,"2015-12-13","Lekki","Chicken Legend","Chicken","2000",5,"09:33:19","Morning to Afternoon","10000"
4406,"2015-12-04","Lekki","Veggie Supreme","Vegetable","3000",4,"09:33:20","Morning to Afternoon","12000"
4407,"2015-12-06","Ibadan","Meatzaa","Beef","2000",3,"09:33:22","Morning to Afternoon","6000"
4408,"2015-12-07","Surulere","Meatzaa","Beef","2000",3,"09:33:22","Morning to Afternoon","6000"
4409,"2015-12-03","Gbagada","Hot Veggie","Vegetable","4000",2,"09:33:23","Morning to Afternoon","8000"
4410,"2015-12-15","Surulere","Margarita","Vegetable","4000",3,"09:33:24","Morning to Afternoon","12000"
4411,"2015-12-13","Ikoyi","Pepperoni Feast","Salami","4000",3,"09:33:25","Morning to Afternoon","12000"
4412,"2015-12-15","Ibadan","Hot Veggie","Vegetable","4000",5,"09:33:27","Morning to Afternoon","20000"
4413,"2015-12-12","Ibadan","Hot Veggie","Vegetable","4000",4,"09:33:27","Morning to Afternoon","16000"
4414,"2015-12-05","Surulere","BBQ Philly Steak","Beef","4000",3,"09:33:28","Morning to Afternoon","12000"
